"corpusid","externalids","url","title","authors","venue","publicationvenueid","year","referencecount","citationcount","influentialcitationcount","isopenaccess","s2fieldsofstudy","publicationtypes","publicationdate","journal","corpusid"
"1531833","{acl=null, dblp=null, arxiv=null, mag=2030695708, corpusid=1531833, pubmed=25768944, doi=10.1371/journal.pone.0118451, pubmedcentral=4359107}","https://www.semanticscholar.org/paper/de840ad9da2334d401b69a6001059a49a39a5f84","Iron Prevents the Development of Experimental Cerebral Malaria by Attenuating CXCR3-Mediated T Cell Chemotaxis","[{authorid=6815919, name=Kristin M. Van Den Ham}, {authorid=5234604, name=M. Shio}, {authorid=6219144, name=A. Rainone}, {authorid=49406335, name=S. Fournier}, {authorid=3857521, name=C. Krawczyk}, {authorid=144819527, name=M. Olivier}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2015","59","8","0","true","[{category=Medicine, source=s2-fos-model}, {category=Environmental Science, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2015-03-13","{name=PLoS ONE, pages=null, volume=10}","1531833"
"79497917","{acl=null, dblp=null, arxiv=null, mag=2963959924, corpusid=79497917, pubmed=31417647, doi=10.7150/jca.28674, pubmedcentral=6692619}","https://www.semanticscholar.org/paper/e3ca7ffcaeaa314cf5c87c4e7c9168d870310007","A randomized trial of conventional fraction versus hypofraction radiotherapy for bone metastases from hepatocellular carcinoma","[{authorid=50775002, name=Jian He}, {authorid=15793951, name=S. Shi}, {authorid=14630103, name=L. Ye}, {authorid=14825498, name=Guifen Ma}, {authorid=27747483, name=Xiang-ou Pan}, {authorid=2232723335, name=Yan Huang}, {authorid=1781820, name=Z. Zeng}]","Journal of Cancer","3120f100-cfa2-4130-bd3d-fc7b1a04ca48","2015","28","9","1","true","[{category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle]","2015-07-18","{name=Journal of Cancer, pages=4031 - 4037, volume=10}","79497917"
"262303","{acl=null, dblp=null, arxiv=null, mag=2079815439, corpusid=262303, pubmed=23460846, doi=10.1371/journal.pone.0057379, pubmedcentral=3583848}","https://www.semanticscholar.org/paper/a383c8aa55fa1b94a59d1d3a1f98a9fc92b9ca3f","IL-22 Is Mainly Produced by IFNγ-Secreting Cells but Is Dispensable for Host Protection against Mycobacterium tuberculosis Infection","[{authorid=49148101, name=J. Behrends}, {authorid=4347423, name=J. Renauld}, {authorid=145488657, name=S. Ehlers}, {authorid=49736749, name=C. Hölscher}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2013","77","42","0","true","[{category=Biology, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2013-02-27","{name=PLoS ONE, pages=null, volume=8}","262303"
"56144775","{acl=null, dblp=null, arxiv=null, mag=2903940261, corpusid=56144775, pubmed=30540800, doi=10.1371/journal.pone.0207936, pubmedcentral=6291101}","https://www.semanticscholar.org/paper/7523ebb7142a28e6a05ed2325e9593b1b38dbba6","Gene expression is implicated in the ability of pikas to occupy Himalayan elevational gradient","[{authorid=8879578, name=Katherine A. Solari}, {authorid=3356066, name=U. Ramakrishnan}, {authorid=2999004, name=E. Hadly}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2018","88","8","0","true","[{category=Environmental Science, source=s2-fos-model}, {category=Biology, source=s2-fos-model}, {category=Medicine, source=external}, {category=Biology, source=external}]","[JournalArticle]","2018-12-12","{name=PLoS ONE, pages=null, volume=13}","56144775"
"58582682","{acl=null, dblp=null, arxiv=null, mag=2905763177, corpusid=58582682, pubmed=30573521, doi=10.1158/0008-5472.CAN-17-3053, pubmedcentral=null}","https://www.semanticscholar.org/paper/5bf1ebd9f230444935d6923290da684a91960ce3","Activation of Peroxisome Proliferator-Activated Receptors α and δ Synergizes with Inflammatory Signals to Enhance Adoptive Cell Therapy.","[{authorid=2250493569, name=Samuel D. Saibil}, {authorid=4114920, name=M. St Paul}, {authorid=1871967, name=R. Laister}, {authorid=1412142524, name=Carlos R. Garcia-Batres}, {authorid=1435442128, name=Kavita Israni-Winger}, {authorid=6435886, name=A. Elford}, {authorid=12108744, name=N. Grimshaw}, {authorid=1413337904, name=C. Robert-Tissot}, {authorid=5406926, name=D. Roy}, {authorid=2109219917, name=Russell G. Jones}, {authorid=2150605002, name=L. Nguyen}, {authorid=5629532, name=P. Ohashi}]","Cancer Research","b0bd78b2-6591-460e-af71-196409b62e2c","2018","27","28","1","true","[{category=Medicine, source=s2-fos-model}, {category=Biology, source=s2-fos-model}, {category=Medicine, source=external}, {category=Chemistry, source=external}]","[JournalArticle]","2018-12-20","{name=Cancer research, pages=
          445-451
        , volume=79 3}","58582682"
"7346871","{acl=null, dblp=null, arxiv=null, mag=2740983971, corpusid=7346871, pubmed=28767722, doi=10.1371/journal.pone.0182113, pubmedcentral=5540531}","https://www.semanticscholar.org/paper/3a1f0cc3f91fafb3f763bca6cdc42ecb8d1f63dd","Cost-effectiveness analysis of population-based tobacco control strategies in the prevention of cardiovascular diseases in Tanzania","[{authorid=4941995, name=F. Ngalesoni}, {authorid=6626010, name=G. Ruhago}, {authorid=7478863, name=Mary T Mayige}, {authorid=1933132, name=T. C. Oliveira}, {authorid=3293420, name=B. Robberstad}, {authorid=5384209, name=O. Norheim}, {authorid=34637774, name=Hideki Higashi}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2017","65","17","2","true","[{category=Economics, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle]","2017-08-02","{name=PLoS ONE, pages=null, volume=12}","7346871"
"15382390","{acl=null, dblp=null, arxiv=null, mag=2161002699, corpusid=15382390, pubmed=21906348, doi=10.1186/2110-5820-1-17, pubmedcentral=3224476}","https://www.semanticscholar.org/paper/20dee8ea0986f23a3bd02bd9ccecb2582898c638","Surviving sepsis: going beyond the guidelines","[{authorid=3887524, name=P. Marik}]","Annals of Intensive Care","f970b1d5-df9b-4542-958b-775f51e9d3ff","2011","61","72","3","true","[{category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle, Review]","2011-06-07","{name=Annals of Intensive Care, pages=17 - 17, volume=1}","15382390"
"21820895","{acl=null, dblp=null, arxiv=null, mag=2166539201, corpusid=21820895, pubmed=20169109, doi=10.1371/journal.pbio.1000309, pubmedcentral=2821892}","https://www.semanticscholar.org/paper/7a20438571dee6d816c8d6ff48e7206ab5665850","VertNet: A New Model for Biodiversity Data Sharing","[{authorid=49854507, name=Heather B. Constable}, {authorid=145634039, name=R. Guralnick}, {authorid=2675029, name=John Wieczorek}, {authorid=144618211, name=Carol L. Spencer}, {authorid=2080156940, name=A. Peterson}]","PLoS Biology","83ff973b-8a0e-4e00-a06a-2cfd9e222de9","2010","12","160","9","true","[{category=Biology, source=s2-fos-model}, {category=Computer Science, source=s2-fos-model}, {category=Environmental Science, source=s2-fos-model}, {category=Sociology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2010-02-01","{name=PLoS Biology, pages=null, volume=8}","21820895"
"13687239","{acl=null, dblp=null, arxiv=null, mag=2545194489, corpusid=13687239, pubmed=29737719, doi=10.17533/udea.iee.v34n3a05, pubmedcentral=null}","https://www.semanticscholar.org/paper/71fa9c3c4212505afe2c3878b03b26d16c1a01c7","Effectiveness of an Educational Program on Childhood Tuberculosis Supported on Information and Communication Technologies Aimed at Community Mothers from Cartagena.","[{authorid=114555466, name=Irma Yolanda Castillo Avila}, {authorid=114318612, name=Jacqueline Hernández Escolar}, {authorid=118146319, name=Luis Alvis Estrada}]","Investigación y Educación en Enfermería","a6b937b2-f90d-4d9c-826b-9a580f48663c","2016","21","1","0","true","[{category=Medicine, source=s2-fos-model}, {category=Education, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle]","2016-10-21","{name=Investigacion y educacion en enfermeria, pages=
          465-473
        , volume=34 3}","13687239"
"54479776","{acl=null, dblp=null, arxiv=null, mag=2904190023, corpusid=54479776, pubmed=30539674, doi=10.1080/03009734.2018.1526235, pubmedcentral=6327594}","https://www.semanticscholar.org/paper/9a44a354e1fce6402e6ec209c3b3e92317c850be","Personality disorder: a disease in disguise","[{authorid=5951350, name=L. Ekselius}]","Upsala Journal of Medical Sciences","459a8f66-8318-4c98-a23d-db39b5fe324c","2018","94","26","2","true","[{category=Psychology, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[Review, JournalArticle]","2018-10-02","{name=Upsala Journal of Medical Sciences, pages=194 - 204, volume=123}","54479776"
"16670211","{acl=null, dblp=null, arxiv=null, mag=1799555931, corpusid=16670211, pubmed=20626568, doi=10.1111/j.1365-2826.2010.02047.x, pubmedcentral=2943589}","https://www.semanticscholar.org/paper/88cd53120f38948bdaee3f0d3c970880d7e28e7c","Regulation of Thyroid Hormone-, Oestrogen- and Androgen-Related Genes by Triiodothyronine in the Brain of Silurana tropicalis","[{authorid=1398137029, name=P. Duarte-Guterman}, {authorid=3067518, name=V. Trudeau}]","Journal of neuroendocrinology","f08ee432-8335-4b14-a72a-bf318e80ff42","2010","54","31","0","true","[{category=Biology, source=s2-fos-model}, {category=Environmental Science, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}, {category=Biology, source=external}]","[JournalArticle]","2010-09-01","{name=Journal of Neuroendocrinology, pages=1023 - 1031, volume=22}","16670211"
"263950113","{acl=null, dblp=null, arxiv=null, mag=2041341260, corpusid=263950113, pubmed=23455476, doi=10.1093/nar/gkt142, pubmedcentral=3632129}","https://www.semanticscholar.org/paper/a21f7fcb4048f10d056db1303ce68fd5dbf325f5","RIPSeeker: a statistical package for identifying protein-associated transcripts from RIP-seq experiments","[{authorid=2258534108, name=Yue Li}, {authorid=2258097214, name=Dorothy Yanling Zhao}, {authorid=2240137257, name=Jack F. Greenblatt}, {authorid=2257041342, name=Zhaolei Zhang}]","Nucleic Acids Research","da96c220-cd39-4894-bae6-d2d77c8e7aa9","2013","52","5","0","true","[{category=Computer Science, source=s2-fos-model}, {category=Biology, source=s2-fos-model}, {category=Medicine, source=external}, {category=Biology, source=external}]","[JournalArticle]","2013-02-28","{name=Nucleic Acids Research, pages=e94 - e94, volume=41}","263950113"
"14619245","{acl=null, dblp=null, arxiv=null, mag=2026240866, corpusid=14619245, pubmed=24470763, doi=10.2147/OTT.S55344, pubmedcentral=3896323}","https://www.semanticscholar.org/paper/68b09f8bdb3e038db95716acac2924a37ac524a0","Therapeutic targeting of Neu1 sialidase with oseltamivir phosphate (Tamiflu®) disables cancer cell survival in human pancreatic cancer with acquired chemoresistance","[{authorid=1411086232, name=leah K O’shea}, {authorid=9880385, name=Samar Abdulkhalek}, {authorid=144627571, name=S. Allison}, {authorid=35098304, name=R. Neufeld}, {authorid=5031377, name=M. Szewczuk}]","OncoTargets and Therapy","a3c92136-86d8-407a-9c91-45bd53eb2c77","2014","78","55","2","true","[{category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle]","2014-01-16","{name=OncoTargets and therapy, pages=117 - 134, volume=7}","14619245"
"35970613","{acl=null, dblp=null, arxiv=1210.1823, mag=2059696554, corpusid=35970613, pubmed=22417124, doi=10.1021/nn300494k, pubmedcentral=null}","https://www.semanticscholar.org/paper/3b9947d5f263aa431cdc04f5369c92dc6b6fd42d","Rapid size-controlled synthesis of dextran-coated, 64Cu-doped iron oxide nanoparticles.","[{authorid=122418483, name=Ray Wong}, {authorid=15197100, name=D. Gilbert}, {authorid=13250895, name=Kai Liu}, {authorid=4543885, name=A. Louie}]","ACS Nano","81cb3f78-2a86-4785-a493-9305c3268992","2012","27","111","3","true","[{category=Chemistry, source=s2-fos-model}, {category=Materials Science, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Physics, source=external}, {category=Materials Science, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2012-03-30","{name=ACS nano, pages=
          3461-7
        , volume=6 4}","35970613"
"264628945","{acl=null, dblp=null, arxiv=null, mag=2619920227, corpusid=264628945, pubmed=28641609, doi=10.1017/S0033291717001659, pubmedcentral=null}","https://www.semanticscholar.org/paper/e128970dd88466f54366d235d9a3dceeb24bd7e1","A systematic review of the psychometric properties, usability and clinical impacts of mobile mood-monitoring applications in young people","[]","Psychological Medicine","d45c1b1e-6745-4ce0-8110-f3a53cf52d6e","2017","0","5","0","true","[{category=Psychology, source=s2-fos-model}, {category=Psychology, source=external}, {category=Medicine, source=external}]","[Review, JournalArticle]","2017-06-23","{name=Psychological Medicine, pages=208 - 228, volume=48}","264628945"
"6013242","{acl=null, dblp=null, arxiv=null, mag=1869033358, corpusid=6013242, pubmed=26496493, doi=10.1371/journal.pone.0141504, pubmedcentral=4619719}","https://www.semanticscholar.org/paper/70bf726d74b6286cb4d3df70a0d8e7295bcb1201","Phylogeny of Symbiotic Genes and the Symbiotic Properties of Rhizobia Specific to Astragalus glycyphyllos L.","[{authorid=4002361, name=S. Gnat}, {authorid=2876634, name=W. Małek}, {authorid=4286485, name=Ewa Oleńska}, {authorid=1401343044, name=Sylwia Wdowiak-Wróbel}, {authorid=34709460, name=M. Kalita}, {authorid=6914283, name=B. Łotocka}, {authorid=36062322, name=M. Wójcik}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2015","88","17","0","true","[{category=Biology, source=s2-fos-model}, {category=Environmental Science, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2015-10-23","{name=PLoS ONE, pages=null, volume=10}","6013242"
"17023010","{acl=null, dblp=null, arxiv=null, mag=2515410885, corpusid=17023010, pubmed=27536963, doi=10.1371/journal.pone.0161292, pubmedcentral=4990276}","https://www.semanticscholar.org/paper/7bf4c99bc98a04204b5b0579acf7320c3cde3252","Using Dendritic Heat Maps to Simultaneously Display Genotype Divergence with Phenotype Divergence","[{authorid=4876992, name=M. Kellom}, {authorid=49144207, name=J. Raymond}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2016","42","9","0","true","[{category=Biology, source=s2-fos-model}, {category=Computer Science, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2016-08-18","{name=PLoS ONE, pages=null, volume=11}","17023010"
"2421789","{acl=null, dblp=null, arxiv=null, mag=2606135333, corpusid=2421789, pubmed=28402545, doi=10.1093/nar/gkx270, pubmedcentral=5449597}","https://www.semanticscholar.org/paper/c117677b9ed7eb471b7edbd8f65e2ae4d2040775","ORIO (Online Resource for Integrative Omics): a web-based platform for rapid integration of next generation sequencing data","[{authorid=39291675, name=Christopher A. Lavender}, {authorid=50644372, name=Andrew J. Shapiro}, {authorid=3824433, name=Adam B. Burkholder}, {authorid=40125237, name=Brian D. Bennett}, {authorid=6049686, name=K. Adelman}, {authorid=3271985, name=D. Fargo}]","Nucleic Acids Research","da96c220-cd39-4894-bae6-d2d77c8e7aa9","2017","51","10","0","true","[{category=Biology, source=s2-fos-model}, {category=Computer Science, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2017-04-11","{name=Nucleic Acids Research, pages=5678 - 5690, volume=45}","2421789"
"26599880","{acl=null, dblp=null, arxiv=null, mag=2025728074, corpusid=26599880, pubmed=22777357, doi=10.1038/onc.2012.237, pubmedcentral=3470785}","https://www.semanticscholar.org/paper/5ea387cdff54a182fc89da444a9fee6615e59c55","Terminal differentiation and loss of tumorigenicity of human cancers via pluripotency based reprogramming","[{authorid=2243854789, name=Xi Zhang}, {authorid=2243696818, name=Filemon Dela Cruz}, {authorid=2243711217, name=Melissa Terry}, {authorid=2243784980, name=Fabrizio Remotti}, {authorid=2243786036, name=Igor Matushansky}]","Oncogene","55bed249-d30f-456b-9d2c-a51dc149cb7a","2012","58","123","9","true","[{category=Biology, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2012-05-14","{name=Oncogene, pages=2249 - 226121, volume=32}","26599880"
"4363822","{acl=null, dblp=null, arxiv=null, mag=2209806916, corpusid=4363822, pubmed=21307934, doi=10.1038/nature09744, pubmedcentral=3075885}","https://www.semanticscholar.org/paper/e909b7e78460df2e579c030db3897183f0fd1d84","The genomic complexity of primary human prostate cancer","[{authorid=33727638, name=M. Berger}, {authorid=1781235, name=M. Lawrence}, {authorid=2382122, name=F. Demichelis}, {authorid=2158129, name=Y. Drier}, {authorid=3251272, name=K. Cibulskis}, {authorid=2147191, name=A. Sivachenko}, {authorid=2315866, name=A. Sboner}, {authorid=7033109, name=Raquel Esgueva}, {authorid=5715823, name=D. Pflueger}, {authorid=145617491, name=C. Sougnez}, {authorid=6552113, name=R. Onofrio}, {authorid=34861533, name=S. Carter}, {authorid=47766724, name=K. Park}, {authorid=2595445, name=L. Habegger}, {authorid=3498095, name=L. Ambrogio}, {authorid=49209642, name=T. Fennell}, {authorid=3100065, name=Melissa Parkin}, {authorid=3164366, name=G. Saksena}, {authorid=40260562, name=Douglas Voet}, {authorid=49133562, name=A. Ramos}, {authorid=2035863, name=Trevor J Pugh}, {authorid=145839636, name=Jane Wilkinson}, {authorid=144482704, name=Sheila A Fisher}, {authorid=2060379, name=W. Winckler}, {authorid=47678266, name=Scott Mahan}, {authorid=4351471, name=K. Ardlie}, {authorid=50148683, name=J. Baldwin}, {authorid=47275360, name=J. Simons}, {authorid=1984045, name=Naoki Kitabayashi}, {authorid=31793409, name=T. Macdonald}, {authorid=9933602, name=P. Kantoff}, {authorid=144750835, name=L. Chin}, {authorid=34428249, name=S. Gabriel}, {authorid=1717018, name=M. Gerstein}, {authorid=2900051, name=T. Golub}, {authorid=145046418, name=M. Meyerson}, {authorid=2012565, name=A. Tewari}, {authorid=9311320, name=E. Lander}, {authorid=2110594, name=G. Getz}, {authorid=144014266, name=M. Rubin}, {authorid=3003287, name=L. Garraway}]","Nature","6c24a0a0-b07d-4d7b-a19b-fd09a3ed453a","2010","53","1189","49","true","[{category=Biology, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2010-12-10","{name=Nature, pages=214 - 220, volume=470}","4363822"
"129945123","{acl=null, dblp=null, arxiv=null, mag=2935455368, corpusid=129945123, pubmed=31530309, doi=10.1192/bjo.2019.12, pubmedcentral=6469236}","https://www.semanticscholar.org/paper/3d5d14ff9eeaaef82e7dc5812735897a2fc511b4","Understanding psychiatrists' knowledge, attitudes and experiences in identifying and supporting their patients on the autism spectrum: online survey","[{authorid=145450374, name=Laura Crane}, {authorid=47442465, name=I. Davidson}, {authorid=28503495, name=Rachel A Prosser}, {authorid=6717427, name=E. Pellicano}]","BJPsych Open","7e6a8e7b-939b-4d19-af46-0878b11ff420","2019","32","33","1","true","[{category=Psychology, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Psychology, source=external}, {category=Medicine, source=external}]","[JournalArticle, Review]","2019-04-05","{name=BJPsych Open, pages=null, volume=5}","129945123"
"125186218","{acl=null, dblp=null, arxiv=null, mag=2936788966, corpusid=125186218, pubmed=31004828, doi=10.1016/j.jcmgh.2019.04.007, pubmedcentral=6698700}","https://www.semanticscholar.org/paper/279a7ba52796604cd89013383c4cc0cde785bf08","Metabolic Targets in Nonalcoholic Fatty Liver Disease","[{authorid=5508643, name=W. Esler}, {authorid=5628796, name=K. Bence}]","Cellular and Molecular Gastroenterology and Hepatology","9ee3fecf-e475-4b58-8766-3f0978a0e64a","2019","187","89","9","true","[{category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[Review, JournalArticle]","2019-04-18","{name=Cellular and Molecular Gastroenterology and Hepatology, pages=247 - 267, volume=8}","125186218"
"5043308","{acl=null, dblp=null, arxiv=null, mag=2086535572, corpusid=5043308, pubmed=25756421, doi=10.1371/journal.pone.0121645, pubmedcentral=4355593}","https://www.semanticscholar.org/paper/9e2b47b233789901c03032b352381fded8b3cf1b","Regulation of Lipid Droplet Size in Mammary Epithelial Cells by Remodeling of Membrane Lipid Composition—A Potential Mechanism","[{authorid=28184770, name=Bat-Chen Cohen}, {authorid=6818000, name=A. Shamay}, {authorid=1399112675, name=N. Argov-Argaman}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2015","59","58","1","true","[{category=Biology, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2015-03-10","{name=PLoS ONE, pages=null, volume=10}","5043308"
"52173140","{acl=null, dblp=null, arxiv=null, mag=2891098070, corpusid=52173140, pubmed=30192802, doi=10.1371/journal.pone.0203402, pubmedcentral=6128559}","https://www.semanticscholar.org/paper/45d5edead1748581f8309b28e33d77c085e1c9a1","EGFR signaling suppresses type 1 cytokine-induced T-cell attracting chemokine secretion in head and neck cancer","[{authorid=50143431, name=Wenbo Ma}, {authorid=1399157958, name=F. Concha-Benavente}, {authorid=35158825, name=S. Santegoets}, {authorid=40034755, name=M. Welters}, {authorid=81898363, name=I. Ehsan}, {authorid=4044273, name=R. Ferris}, {authorid=2170219, name=S. H. van der Burg}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2018","46","22","0","true","[{category=Medicine, source=s2-fos-model}, {category=Biology, source=s2-fos-model}, {category=Chemistry, source=external}, {category=Medicine, source=external}]","[JournalArticle, ClinicalTrial]","2018-09-07","{name=PLoS ONE, pages=null, volume=13}","52173140"
"13473664","{acl=null, dblp=null, arxiv=null, mag=2150308082, corpusid=13473664, pubmed=24744240, doi=10.1093/nar/gku269, pubmedcentral=4041443}","https://www.semanticscholar.org/paper/20214dbb4f9c561bed3b7d3686c9ee7adf45bb3c","DNA–protein π-interactions in nature: abundance, structure, composition and strength of contacts between aromatic amino acids and DNA nucleobases or deoxyribose sugar","[{authorid=6293247, name=K. A. Wilson}, {authorid=7910394, name=J. Kellie}, {authorid=5222198, name=S. Wetmore}]","Nucleic Acids Research","da96c220-cd39-4894-bae6-d2d77c8e7aa9","2014","134","114","2","true","[{category=Biology, source=s2-fos-model}, {category=Chemistry, source=s2-fos-model}, {category=Medicine, source=external}, {category=Biology, source=external}]","[JournalArticle]","2014-04-15","{name=Nucleic Acids Research, pages=6726 - 6741, volume=42}","13473664"
"49417184","{acl=null, dblp=null, arxiv=null, mag=2804019353, corpusid=49417184, pubmed=29943616, doi=10.4102/phcfm.v10i1.1699, pubmedcentral=6018525}","https://www.semanticscholar.org/paper/d116917da30494978c98ec1c8a77829f7e461c70","Intimate partner violence: The need for an alternative primary preventive approach in Botswana","[{authorid=5436514, name=R. Ogundipe}, {authorid=5443341, name=N. Woollett}, {authorid=5591538, name=G. Ogunbanjo}, {authorid=4845148, name=A. Olashore}, {authorid=6922732, name=Stephane Tshitenge}]","African Journal of Primary Health Care & Family Medicine","d5e9cdfa-387f-493e-944f-a4885fa7bf02","2018","29","5","1","true","[{category=Sociology, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle]","2018-05-24","{name=African Journal of Primary Health Care & Family Medicine, pages=null, volume=10}","49417184"
"17035119","{acl=null, dblp=null, arxiv=null, mag=2114790063, corpusid=17035119, pubmed=24676390, doi=10.1371/journal.ppat.1003933, pubmedcentral=3968118}","https://www.semanticscholar.org/paper/34f94a7de6b439fd79cd02a3fb00910988b7484b","Oral Bacteria and Cancer","[{authorid=143906708, name=S. Whitmore}, {authorid=2135121, name=R. Lamont}]","PLoS Pathogens","3dd218aa-dc9d-41c7-bf4b-e9f86f1d86d9","2014","27","265","7","true","[{category=Biology, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[Review, JournalArticle]","2014-03-01","{name=PLoS Pathogens, pages=null, volume=10}","17035119"
"922997","{acl=null, dblp=null, arxiv=null, mag=2178275497, corpusid=922997, pubmed=26562523, doi=10.1371/journal.pone.0142506, pubmedcentral=4642933}","https://www.semanticscholar.org/paper/565115443ff91db3218450602212afeea823ce49","Atomic Force Microscopy Characterization of Protein Fibrils Formed by the Amyloidogenic Region of the Bacterial Protein MinE on Mica and a Supported Lipid Bilayer","[{authorid=8603755, name=Ya-Ling Chiang}, {authorid=1868131, name=Yuan-Chih Chang}, {authorid=47545646, name=I-Chen Chiang}, {authorid=122027325, name=Huey-Ming Mak}, {authorid=5387729, name=I. Hwang}, {authorid=3435791, name=Y. Shih}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2015","49","13","0","true","[{category=Materials Science, source=s2-fos-model}, {category=Physics, source=s2-fos-model}, {category=Medicine, source=external}, {category=Chemistry, source=external}]","[JournalArticle]","2015-11-12","{name=PLoS ONE, pages=null, volume=10}","922997"
"10490184","{acl=null, dblp=null, arxiv=null, mag=2675988551, corpusid=10490184, pubmed=28673065, doi=10.5213/inj.1732760.380, pubmedcentral=5497199}","https://www.semanticscholar.org/paper/4d1c2f7c09356c2157d4c850b8c545f8a5069b49","Sociodemographic Factors Related to Lower Urinary Tract Symptoms in Men: A Korean Community Health Survey","[{authorid=6163230, name=J. Jo}, {authorid=4869610, name=Kyu Shik Kim}, {authorid=4731964, name=J. Nam}, {authorid=40537942, name=Bo Yul Choi}, {authorid=6173759, name=H. Moon}]","International Neurourology Journal","df7ae7ef-da15-4307-98a7-991cdc42f916","2017","33","12","0","true","[{category=Medicine, source=s2-fos-model}, {category=Sociology, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle, Review]","2017-06-01","{name=International Neurourology Journal, pages=143 - 151, volume=21}","10490184"
"49876551","{acl=null, dblp=null, arxiv=null, mag=2808951954, corpusid=49876551, pubmed=30026758, doi=10.1155/2018/7192646, pubmedcentral=6031203}","https://www.semanticscholar.org/paper/bd34ac853ee6f2a7ec5a0dc234b31e384432614c","Cellular Stress Responses and Gut Microbiota in Inflammatory Bowel Disease","[{authorid=4272716, name=Siyan Cao}]","Gastroenterology Research and Practice","0de80c9b-b164-4398-b00a-da2fc3b25376","2018","174","23","1","true","[{category=Medicine, source=s2-fos-model}, {category=Biology, source=s2-fos-model}, {category=Environmental Science, source=s2-fos-model}, {category=Medicine, source=external}]","[Review, JournalArticle]","2018-06-20","{name=Gastroenterology Research and Practice, pages=null, volume=2018}","49876551"
"25311185","{acl=null, dblp=null, arxiv=null, mag=2610792835, corpusid=25311185, pubmed=28464004, doi=10.1371/journal.pone.0175517, pubmedcentral=5413041}","https://www.semanticscholar.org/paper/16d6501887ebe91b8b1675ee84868012794d5b95","Vitamin D deficiency is associated with IL-6 levels and monocyte activation in HIV-infected persons","[{authorid=3709091, name=M. Manion}, {authorid=4167804, name=K. H. Hullsiek}, {authorid=152678796, name=E. Wilson}, {authorid=6651217, name=F. Rhame}, {authorid=143691257, name=E. Kojic}, {authorid=2060104129, name=David Gibson}, {authorid=46511936, name=J. Hammer}, {authorid=144796926, name=P. Patel}, {authorid=145184090, name=J. Brooks}, {authorid=1680915, name=J. Baker}, {authorid=2925183, name=I. Sereti}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2017","17","61","3","true","[{category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle]","2017-05-02","{name=PLoS ONE, pages=null, volume=12}","25311185"
